timestamp,kW,kW_scaled
2022-09-01 04:17:31,0.46,12.602739726027401
2022-09-01 04:18:00,0.518,20.547945205479458
2022-09-01 04:18:31,0.459,12.465753424657537
2022-09-01 04:19:01,0.496,17.534246575342465
2022-09-01 04:19:31,0.47,13.972602739726025
2022-09-01 04:20:00,0.492,16.986301369863014
2022-09-01 04:20:31,0.455,11.917808219178085
2022-09-01 04:21:01,0.507,19.04109589041096
2022-09-01 04:21:30,0.459,12.465753424657537
2022-09-01 04:22:01,0.529,22.05479452054795
2022-09-01 04:22:31,0.459,12.465753424657537
2022-09-01 04:23:01,0.5,18.08219178082192
2022-09-01 04:23:30,0.464,13.150684931506852
2022-09-01 04:24:01,0.502,18.356164383561648
2022-09-01 04:24:31,0.458,12.328767123287674
2022-09-01 04:25:00,0.505,18.767123287671236
2022-09-01 04:25:30,0.474,14.520547945205477
2022-09-01 04:26:01,0.504,18.630136986301373
2022-09-01 04:26:31,0.457,12.19178082191781
2022-09-01 04:27:00,0.494,17.26027397260274
2022-09-01 04:27:31,0.458,12.328767123287674
2022-09-01 04:28:00,0.537,23.15068493150686
2022-09-01 04:28:30,0.455,11.917808219178085
2022-09-01 04:29:01,0.531,22.328767123287676
2022-09-01 04:29:31,0.479,15.205479452054792
2022-09-01 04:30:00,0.543,23.972602739726035
2022-09-01 04:30:30,0.478,15.06849315068493
2022-09-01 04:31:01,0.494,17.26027397260274
2022-09-01 04:31:30,0.462,12.876712328767127
2022-09-01 04:32:00,0.525,21.5068493150685
2022-09-01 04:32:31,0.458,12.328767123287674
2022-09-01 04:33:00,0.522,21.09589041095891
2022-09-01 04:33:30,0.465,13.287671232876717
2022-09-01 04:34:01,0.472,14.24657534246575
2022-09-01 04:34:30,0.483,15.753424657534245
2022-09-01 04:35:00,0.544,24.109589041095898
2022-09-01 04:35:31,0.457,12.19178082191781
2022-09-01 04:36:01,0.519,20.68493150684932
2022-09-01 04:36:31,0.449,11.095890410958905
2022-09-01 04:37:01,0.472,14.24657534246575
